고유번호,순번,주주,관계,지분율
00101549,29,개인,발행회사 임원,0.08
00101549,30,개인,최대주주의 친인척,0.08
00101549,31,개인,최대주주의 친인척,0.08
00101549,32,개인,최대주주의 친인척,0.08
00101549,33,개인,최대주주의 친인척,2.22
00101549,34,개인,최대주주의 친인척,0.08
00101549,35,개인,최대주주의 친인척,0.08
00101549,36,개인,최대주주의 친인척,0.08
00101549,37,㈜제이씨헬스케어,관계 법인,0.07
00101549,38,(주)대일양행,관계 법인,0.06
00101549,39,개인,최대주주의 친인척,0.04
00101549,40,개인,최대주주의 친인척,0.03
00101549,41,개인,발행회사 임원,0.03
00101549,42,개인,최대주주의 자녀,0.02
00101549,43,개인,최대주주의 친인척,0.02
00101549,44,개인,최대주주의 친인척,2.05
00101549,45,개인,최대주주의 친인척,0.02
00101549,46,개인,최대주주의 친인척,0.0
00101549,47,개인,최대주주의 친인척,0.0
00101549,48,개인,최대주주의 친인척,0.0
00101549,49,개인,최대주주의 친인척,1.79
00101549,50,개인,최대주주의 부,1.32
00101549,51,개인,최대주주의 친인척,1.25
00101549,52,개인,발행회사 임원,0.78
00101549,53,개인,,45.53
00101549,54,개인,,
00103015,0,개인,본인,38.84
00103015,1,개인,부,10.0
00103015,2,개인,자,0.45
00103015,3,개인,남매,0.45
00103015,4,개인,남매,0.45
00103015,5,개인,,50.19
00103015,6,개인,,0.0
00113128,0,개인,본인,24.41
00113128,1,개인,미등기임원,0.11
00113128,2,개인,친인척,6.37
00113128,3,개인,친인척,0.24
00113128,4,개인,친인척,0.36
00113128,5,개인,친인척,3.75
00113128,6,개인,친인척,1.87
00113128,7,개인,친인척,1.87
00113128,8,개인,친인척,0.03
00113128,9,개인,미등기임원,0.39
00113128,10,개인,,39.4
00113128,11,개인,,
00114686,0,개인,본인,28.35
00114686,1,개인,모,6.26
00114686,2,개인,처남,1.35
00114686,3,개인,자녀,0.5
00114686,4,개인,매,0.26
00114686,5,개인,매,0.19
00114686,6,개인,자녀,0.02
00114686,7,개인,임원,0.07
00114686,8,개인,,37.0
00114686,9,개인,,
00114808,0,개인,임원(대표보고자),19.17
00114808,1,동국헬스케어홀딩스(주),본인(최대주주),20.62
00114808,2,동국헬스케어홀딩스(주),본인(최대주주),0.0
00114808,3,개인,임원의 친인척,2.96
00114808,4,개인,임원의 친인척,0.5
00114808,5,개인,임원의 친인척,0.5
00114808,6,개인,임원의 친인척,0.28
00114808,7,개인,임원의 친인척,0.18
00114808,8,개인,임원,0.02
00114808,9,개인,,44.23
00114808,10,개인,,0.0
00540863,0,개인,최대주주 본인,21.7
00540863,1,개인,임직원,0.27
00540863,2,개인,퇴직임원,0.0
00540863,3,개인,대표이사,0.0
00540863,4,개인,대표이사,0.0
00540863,5,개인,사외이사,0.01
00540863,6,개인,최대주주의 특수관계인,0.24
00540863,7,개인,,22.22
00540863,8,개인,,
00156488,0,개인,본인,23.8
00156488,1,개인,특수관계인,0.5
00156488,2,개인,특수관계인,0.5
00156488,3,㈜신안,계열사,5.33
00156488,4,㈜그린씨앤에프대부,계열사,4.01
00156488,5,개인,특수관계인,3.78
00156488,6,개인,특수관계인,3.17
00156488,7,개인,특수관계인,2.58
00156488,8,개인,특수관계인,1.15
00156488,9,개인,특수관계인,1.42
00156488,10,개인,특수관계인,1.42
00156488,11,개인,특수관계인,0.26
00156488,12,개인,특수관계인,0.14
00156488,13,개인,,48.06
00156488,14,개인,,
00614478,0,㈜휴온스글로벌,최대주주,36.08
00614478,1,개인,계열회사의 임원,0.04
00614478,2,개인,계열회사의 임원,0.03
00614478,3,개인,임원,0.0
00614478,4,개인,지배주주의 妻,0.03
00614478,5,개인,지배주주의 子,1.14
00614478,6,개인,지배주주의 子,0.03
00614478,7,개인,계열회사의 임원,0.01
00614478,8,개인,계열회사의 임원,0.05
00614478,9,개인,계열회사의 임원,0.0
00614478,10,개인,계열회사의 임원,0.02
00614478,11,개인,,37.45
00614478,12,개인,,
00656289,0,코스맥스비티아이(주),본인,43.53
00656289,1,개인,계열회사 임원,0.0
00656289,2,개인,계열회사 임원,0.0
00656289,3,개인,계열회사 임원,0.0
00656289,4,개인,계열회사 임원,0.0
00656289,5,개인,계열회사 임원,0.0
00656289,6,개인,계열회사 임원,0.0
00656289,7,개인,계열회사 임원,0.13
00656289,8,개인,계열회사 임원,0.06
00656289,9,개인,계열회사 임원,0.05
00656289,10,개인,등기임원,0.07
00656289,11,개인,계열회사 임원,0.02
00656289,12,개인,등기임원,0.01
00656289,13,개인,계열회사 임원,0.01
00656289,14,개인,계열회사 임원,0.03
00656289,15,개인,,43.93
00656289,16,개인,,
00991298,0,개인,최대주주,29.9
00991298,1,개인,등기임원,0.12
00991298,2,개인,장모,0.4
00991298,3,개인,배우자,0.4
00991298,4,개인,형제,0.12
00991298,5,개인,특수관계인,0.06
00991298,6,개인,특수관계인,0.11
00991298,7,개인,특수관계인,0.17
00991298,8,개인,특수관계인,0.07
00991298,9,개인,등기임원,0.18
00991298,10,개인,,31.53
00991298,11,개인,,
00163761,0,개인,본인,17.88
00163761,1,개인,최대주주의 父,5.2
00163761,2,개인,최대주주의 母,5.35
00163761,3,개인,최대주주의 弟,5.88
00163761,4,개인,대표이사,0.0
00163761,5,(주)영우인터내셔널,계열회사,5.76
00163761,6,개인,최대주주의친인척,0.02
00163761,7,개인,최대주주의친인척,0.02
00163761,8,개인,,40.11
00163761,9,개인,,
00106614,0,후타바전자공업(주),최대주주 본인,60.89
00106614,1,기신산기(주),계열회사,2.5
00106614,2,(주)기신몰드,계열회사,0.47
00106614,3,개인,계열회사 임원,4.46
00106614,4,개인,계열회사 임원,0.6
00106614,5,개인,계열회사 임원,1.43
00106614,6,개인,계열회사 임원,0.04
00106614,7,개인,,70.38
00106614,8,개인,,
00557933,0,(주)임오파트너스,-,0.0
00557933,1,개인,특수관계인,7.7
00557933,2,개인,-,0.0
00557933,3,개인,최대주주(본인),42.91
00557933,4,(주)진도,-,3.77
00557933,5,개인,,50.61
00557933,6,개인,,3.77
01663569,0,개인,최대주주(대표이사),10.78
01663569,1,개인,최대주주 특수관계인,0.24
01663569,2,개인,최대주주 특수관계인,0.08
01663569,3,개인,최대주주 특수관계인,0.17
01663569,4,개인,최대주주 특수관계인,0.08
01663569,5,개인,등기임원,0.07
01663569,6,개인,미등기임원,0.35
01663569,7,개인,등기임원,6.38
01663569,8,개인,최대주주 특수관계인,4.85
01663569,9,개인,최대주주 특수관계인,4.85
01663569,10,개인,최대주주 특수관계인,4.85
01663569,11,개인,최대주주 특수관계인,1.8
01663569,12,개인,최대주주 특수관계인,1.04
01663569,13,개인,최대주주 특수관계인,1.41
01663569,14,개인,등기임원,1.09
01663569,15,개인,,38.04
01663569,16,개인,,
01018617,0,동화약품(주),최대주주,62.07
01018617,1,개인,특수관계인,2.1
01018617,2,개인,특수관계인,0.0
01018617,3,개인,특수관계인,0.18
01018617,4,개인,,64.35
01018617,5,개인,,
01110182,0,주식회사 에스씨엘홀딩스,최대주주,35.63
01110182,1,재단법인 서울의과학연구소,"최대주주
특수관계인",13.21
01110182,2,개인,,48.85
01110182,3,개인,,
00122551,0,개인,본인,34.84
00122551,1,개인,친인척,12.25
00122551,2,개인,친인척,7.57
00122551,3,개인,친인척,1.86
00122551,4,개인,친인척,1.46
00122551,5,개인,친인척,0.44
00122551,6,개인,친인척,0.25
00122551,7,개인,기타,0.1
00122551,8,개인,기타,0.75
00122551,9,개인,,59.53
00122551,10,개인,,
00139205,0,개인,최대주주 본인,43.22
00139205,1,개인,친인척,3.8
00139205,2,개인,친인척,0.0
00139205,3,개인,친인척,0.36
00139205,4,개인,친인척,0.42
00139205,5,개인,친인척,0.42
00139205,6,개인,,48.22
00139205,7,개인,,
00534598,0,(주)한글과컴퓨터,최대주주,36.13
00534598,1,개인,,36.13
00534598,2,개인,,36.13
00577016,0,(주)수산인더스트리,계열회사,19.1
00577016,1,개인,본인,9.38
00577016,2,개인,친인척,9.58
00577016,3,개인,친인척,9.23
00577016,4,개인,친인척,8.89
00577016,5,개인,친인척,6.38
00577016,6,개인,친인척,0.44
00577016,7,개인,친인척,0.06
00577016,8,개인,,63.06
00577016,9,개인,,
00126414,0,(주)젬백스앤카엘,최대주주,10.46
00126414,1,개인,임원,0.01
00126414,2,개인,임원,0.0
00126414,3,개인,,10.47
00126414,4,개인,,
00126788,0,개인,최대주주,47.65
00126788,1,개인,친인척,13.13
00126788,2,개인,친인척,4.8
00126788,3,개인,,65.58
00126788,4,개인,,
00136448,0,개인,최대주주 본인,26.36
00136448,1,개인,최대주주의 친인척,0.13
00136448,2,개인,최대주주의 친인척,10.65
00136448,3,개인,최대주주의 친인척,6.67
00136448,4,개인,최대주주의 친인척,6.17
00136448,5,개인,최대주주의 친인척,0.53
00136448,6,개인,최대주주의 친인척,0.33
00136448,7,개인,최대주주의 친인척,0.33
00136448,8,개인,최대주주의 친인척,0.2
00136448,9,개인,최대주주의 친인척,0.13
00136448,10,개인,,51.5
00136448,11,개인,,
00137058,0,개인,본인,20.08
00137058,1,개인,친인척,0.52
00137058,2,개인,친인척,0.27
00137058,3,개인,친인척,0.14
00137058,4,개인,친인척,0.11
00137058,5,개인,친인척,0.11
00137058,6,개인,자매,0.05
00137058,7,개인,친인척,0.04
00137058,8,개인,자녀,0.03
00137058,9,개인,자녀,0.03
00137058,10,개인,친인척,0.02
00137058,11,개인,자매,2.02
00137058,12,개인,친인척,0.02
00137058,13,개인,친인척,0.02
00137058,14,개인,친인척,0.0
00137058,15,개인,친인척,0.0
00137058,16,개인,부,2.0
00137058,17,개인,친인척,1.93
00137058,18,개인,친인척,1.62
00137058,19,개인,모,1.07
00137058,20,개인,친인척,0.93
00137058,21,개인,임원,0.9
00137058,22,개인,자매,0.69
00137058,23,개인,,32.58
00137058,24,개인,,
00144818,0,개인,본인,15.13
00144818,1,개인,친인척,0.02
00144818,2,개인,친인척,0.02
00144818,3,개인,친인척,0.0
00144818,4,개인,친인척,0.0
00144818,5,개인,친인척,0.0
00144818,6,개인,친인척,0.0
00144818,7,개인,친인척,0.1
00144818,8,개인,본인,2.22
00144818,9,개인,친인척,7.98
00144818,10,개인,친인척,4.78
00144818,11,개인,친인척,3.02
00144818,12,개인,친인척,3.96
00144818,13,개인,친인척,1.19
00144818,14,개인,친인척,0.85
00144818,15,개인,친인척,0.07
00144818,16,개인,,33.25
00144818,17,개인,,6.08
00158963,0,개인,본인,15.21
00158963,1,개인,임원,0.06
00158963,2,개인,계열사 임원,0.04
00158963,3,개인,계열사 임원,0.01
00158963,4,개인,계열사 임원,0.15
00158963,5,(주)인터팜,"기타
특수관계자",0.1
00158963,6,한국바이오켐제약(주),"기타
특수관계자",3.28
00158963,7,유엠에스엔지니어링(주),"기타
특수관계자",0.02
00158963,8,유나이티드문화재단,"기타
특수관계자",8.02
00158963,9,케일럽멀티랩(주),관계기업,0.1
00158963,10,개인,처,0.06
00158963,11,개인,자,12.76
00158963,12,개인,자,0.06
00158963,13,개인,자,0.06
00158963,14,개인,사위,0.26
00158963,15,개인,자부,0.04
00158963,16,개인,임원,0.17
00158963,17,개인,임원,0.33
00158963,18,개인,,40.72
00158963,19,개인,,
00161046,0,개인,본인,13.65
00161046,1,개인,친인척,0.02
00161046,2,개인,친인척,0.02
00161046,3,개인,친인척,3.25
00161046,4,개인,친인척,5.13
00161046,5,개인,친인척,1.18
00161046,6,(주)와이앤에스인터내셔날,계열회사,17.69
00161046,7,개인,친인척,0.84
00161046,8,공신진흥(주),계열회사,0.63
00161046,9,재단법인 한독제석재단,기타,0.94
00161046,10,개인,친인척,0.03
00161046,11,개인,,43.38
00161046,12,개인,,
00167192,0,개인,본인,48.49
00167192,1,개인,본인,0.54
00167192,2,개인,부,8.61
00167192,3,넥센월석문화재단,계열비영리법인,2.26
00167192,4,개인,계열학교법인,0.41
00167192,5,개인,계열학교법인,7.73
00167192,6,개인,,59.78
00167192,7,개인,,8.27
01098792,0,개인,본인,21.34
01098792,1,개인,자,5.15
01098792,2,개인,처,4.24
01098792,3,개인,자,2.12
01098792,4,개인,,32.84
01098792,5,개인,,
01181807,0,패션그룹형지㈜,본인,22.18
01181807,1,㈜형지엘리트,계열회사,4.45
01181807,2,개인,"최대주주법인의
 최대주주",0.36
01181807,3,개인,"최대주주법인의
 특수관계인",0.18
01181807,4,개인,,27.17
01181807,5,개인,,
01211232,0,개인,최대주주 본인,18.17
01211232,1,개인,특수관계인,0.12
01211232,2,개인,특수관계인,0.12
01211232,3,개인,본 회사의 대표이사,0.0
01211232,4,개인,특수관계인,1.98
01211232,5,개인,특수관계인,0.22
01211232,6,개인,특수관계인,0.29
01211232,7,개인,특수관계인,0.29
01211232,8,개인,특수관계인,0.11
01211232,9,개인,특수관계인,0.15
01211232,10,개인,특수관계인,0.12
01211232,11,개인,특수관계인,0.12
01211232,12,개인,,21.71
01211232,13,개인,,
00854997,0,개인,최대주주 본인,26.77
00854997,1,개인,등기임원,3.45
00854997,2,개인,관계회사 등기임원,0.33
00854997,3,개인,등기임원,0.0
00854997,4,개인,관계회사 등기임원,0.12
00854997,5,개인,관계회사 등기임원,0.07
00854997,6,개인,관계회사 등기임원,0.0
00854997,7,개인,관계회사 등기임원,0.28
00854997,8,개인,관계회사 등기임원,0.24
00854997,9,개인,관계회사 등기임원,0.0
00854997,10,개인,관계회사 등기임원,0.01
00854997,11,개인,친인척,0.1
00854997,12,개인,관계회사 등기임원,0.03
00854997,13,개인,관계회사 등기임원,0.06
00854997,14,개인,친인척,0.1
00854997,15,개인,친인척,0.04
00854997,16,개인,친인척,0.0
00854997,17,개인,친인척,0.02
00854997,18,개인,친인척,0.01
00854997,19,주식회사 바이오노트,관계회사,37.35
00854997,20,"에스디비인베스트먼트
주식회사",관계회사,2.61
00854997,21,개인,,71.65
00854997,22,개인,,
01605282,0,개인,최대주주 본인,30.68
01605282,1,개인,-,3.67
01605282,2,개인,-,0.03
01605282,3,개인,,34.38
01605282,4,개인,,
00164706,0,개인,본인,17.88
00164706,1,개인,특수관계인,4.22
00164706,2,(주)바이오이노티스,특수관계인,0.73
00164706,3,(주)아트엠플러스,특수관계인,0.45
00164706,4,개인,특수관계인,0.4
00164706,5,(주)크리스텔라,특수관계인,0.33
00164706,6,에이앤펩(주),특수관계인,0.19
00164706,7,(주)현대내츄럴,특수관계인,0.07
00164706,8,개인,,24.26
00164706,9,개인,,
00166573,0,개인,"최대주주
본인",13.27
00166573,1,개인,최대주주의 부,10.0
00166573,2,개인,,23.27
00166573,3,개인,,
00210740,0,개인,본         인,9.17
00210740,1,개인,계열회사임원,9.08
00210740,2,개인,"등 기 임 원
(대표이사)",1.07
00210740,3,개인,등 기 임 원,0.0
00210740,4,개인,처,0.3
00210740,5,개인,자,0.19
00210740,6,개인,,19.81
00210740,7,개인,,
00216027,0,(주)더에이블,최대주주,9.18
00216027,1,(주)에이블파트너스,특수관계인,1.18
00216027,2,개인,특수관계인,0.4
00216027,3,개인,,10.76
00216027,4,개인,,
00231831,0,개인,최대주주,11.33
00231831,1,개인,특수관계인,6.11
00231831,2,개인,특수관계인,2.56
00231831,3,개인,,20.0
00231831,4,개인,,
00256043,0,개인,최대주주,20.16
00256043,1,개인,최대주주특수관계인,12.5
00256043,2,개인,최대주주특수관계인,5.34
00256043,3,개인,임원,0.56
00256043,4,개인,임원,0.16
00256043,5,개인,최대주주특수관계인,0.2
00256043,6,개인,,38.92
00256043,7,개인,,
00765851,0,개인,최대주주,52.47
00765851,1,개인,등기임원,0.43
00765851,2,개인,비등기임원,0.08
00765851,3,개인,,
00765851,4,개인,,52.98
00359395,0,(주)바이오솔루션,최대주주 본인,18.23
00359395,1,개인,,18.23
00359395,2,개인,,
01108099,0,개인,최대주주,23.62
01108099,1,개인,특수관계인,0.6
01108099,2,개인,특수관계인,0.58
01108099,3,개인,특수관계인,1.05
01108099,4,개인,특수관계인,0.77
01108099,5,개인,특수관계인,0.59
01108099,6,개인,특수관계인,1.57
01108099,7,재단법인 건봉장학회,특수관계인,0.55
01108099,8,개인,,29.34
01108099,9,개인,,
01290381,0,대봉엘에스(주),모회사,55.91
01290381,1,개인,특수관계인,2.84
01290381,2,개인,특수관계인,0.38
01290381,3,개인,특수관계인,0.21
01290381,4,개인,특수관계인,0.07
01290381,5,개인,,59.41
01290381,6,개인,,
00446901,0,개인,본인,48.54
00446901,1,개인,손녀,0.02
00446901,2,개인,처,9.04
00446901,3,개인,자,8.12
00446901,4,개인,임원,0.44
00446901,5,개인,임원,0.07
00446901,6,개인,임원,0.25
00446901,7,개인,임원,0.03
00446901,8,개인,임원,0.07
00446901,9,개인,자부,0.0
00446901,10,개인,,66.59
00446901,11,개인,,
01798722,0,에이아이피벤처파트너스(주),최대주주,9.06
01798722,1,개인,,9.06
01798722,2,개인,,
00992871,0,(주)종근당홀딩스,본인,26.29
00992871,1,개인,임원,9.55
00992871,2,개인,친인척,1.48
00992871,3,개인,친인척,1.18
00992871,4,개인,친인척,1.18
00992871,5,개인,친인척,0.05
00992871,6,개인,,39.74
00992871,7,개인,,0.0
00148832,0,신한금융지주회사,본인,64.01
00148832,1,개인,,64.01
00148832,2,개인,,
00109310,0,개인,최대주주 본인,44.74
00109310,1,개인,①의임원,0.0
00109310,2,개인,①의계열회사임원,5.25
00109310,3,개인,②의 자,0.0
